,company,id,sentiment,title,Predicted Sentiment Score
1082,AstraZeneca,1084,0.192,AstraZeneca to cut costs but stays silent on M&A talk,0.9977369904518127
1083,Berkshire Hathaway Inc.,1085,0.031,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.9999178051948547
1084,Barclays,1086,-0.2,Barclays Not Convinced by Gains in South African Stocks: Chart,0.9741768836975098
1085,BP,1087,-0.468,5 Years After BP Spill: What's Changed in Offshore Drilling,-0.4191105365753174
1086,AstraZeneca,1088,0.372,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,0.9998836517333984
1087,Alibaba,1089,0.3,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Ã‚Â£90m,0.9945625066757202
1088,Lloyds Banking Group PLC,1090,-0.263,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",0.9991304874420166
1089,Hargreaves Lansdown,1091,-0.514,Hargreaves Lansdown share price falls as costs mount - although pensions ...,0.15396761894226074
1090,Meggitt,1092,0.216,Meggitt agrees to buy US aerospace component firm for $340 million,0.9342392086982727
1091,CRH,1093,0.333,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.9999603033065796
1092,Bloomberg,1094,0.275,Bloomberg buys Barclays' benchmarking business,0.9447044730186462
1093,Deutsche Bank,1095,-0.232,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",-0.3273636996746063
1094,Royal Bank of Scotland Group plc,1096,-0.358,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,-0.5546953678131104
1095,Sainsbury's,1097,-0.259,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.39708614349365234
1096,Berkshire Hathaway Inc.,1098,0.391,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.9998200535774231
1097,Baxalta,1099,0.274,Shire Sees Baxalta Deal Closing as Expected After New Rules,0.9998804330825806
1098,AstraZeneca,1100,0.572,AstraZeneca heart drug boosted by major clinical trial success,0.9960973858833313
1099,Baxalta,1101,-0.198,Shire share price under pressure after $32bn Baxalta deal,-0.15840262174606323
1100,Aviva plc,1102,0.502,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,0.9996833801269531
1101,Glencore,1103,0.792,CompaniesGlencore's annual results beat forecasts,0.669241189956665
1102,Berkshire Hathaway Inc.,1104,0.667,Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third,0.9998649954795837
1103,Pfizer,1105,-0.456,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,0.6461929678916931
1104,Sainsbury's,1106,0.536,Sainsbury's says to outperform rivals in tough market,-0.1422300934791565
1105,Centrica PLC,1107,-0.337,Centrica share price: British Gas under fire despite 5% price cut,-0.15732459723949432
1106,Sensex,1108,-0.216,RBI surprises Street; Sensex pares gains after hitting mount 30k,0.48289167881011963
1107,Barclays,1109,-0.657,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0.999946653842926
1108,EasyJet,1110,-0.495,easyJet leads Britain's FTSE lower as global bond rout resumes,0.6851552128791809
1109,SABMiller,1111,-0.045,AB InBev to Sell SABMiller Stake in China's Snow Beer,0.999296247959137
1110,London Stock Exchange Group,1112,0.358,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,0.4937432110309601
1111,Tesco PLC,1113,0.354,Tesco share price closes higher as two more directors leave grocer,0.9768965840339661
1112,Lazada,1114,-0.038,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Ã‚Â£90m,0.9945625066757202
1113,Barclays,1115,-0.229,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,0.9998181462287903
1114,Berkshire Hathaway Inc.,1116,0.057,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.999702513217926
1115,Sainsbury's,1117,0.0,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,0.9998872876167297
1116,Lloyds Banking Group PLC,1118,-0.266,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,0.4733685851097107
1117,Glencore,1119,0.541,Copper Prices up on Glencore Cuts to Zinc Supply,0.9961238503456116
1118,WPP,1120,0.109,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,0.8552637696266174
1119,Meggitt,1121,-0.775,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,0.9858115315437317
1120,Lloyds Banking Group PLC,1122,-0.596,UK government cuts stake in Lloyds to below 11 pct,-0.329288512468338
1121,EasyJet,1123,0.329,Passengers rise at EasyJet and Aer Lingus,0.9999619126319885
1122,British Airways,1124,-0.6,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",-0.4558905363082886
1123,Berkshire Hathaway Inc.,1125,0.412,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",0.9985945820808411
1124,Prudential Financial,1126,0.95,Prudential Financial quarterly profit rises 64 pct,0.9906731843948364
1125,Huawei,1127,-0.388,US Seeks Huawei Records on Dealings With Sanctioned Nations,0.9483454823493958
1126,Centrica PLC,1128,-0.172,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,0.6087040901184082
1127,AstraZeneca,1129,-0.284,UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,0.9972370862960815
1128,London Stock Exchange Group,1130,0.349,Activist Fund TCI Backs German Takeover of London Stock Exchange,0.9012963771820068
1129,Royal Dutch Shell,1131,-0.402,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0.9994505643844604
1130,Barclays,1132,-0.539,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,-0.024881787598133087
1131,AB InBev,1133,0.193,AB InBev to sell more SAB assets as seeks EU deal approval,0.9994964599609375
1132,Berkshire Hathaway Inc.,1134,0.225,Berkshire applies to boost Wells Fargo stake above 10 percent,0.999896228313446
1133,Marks & Spencer,1135,-0.347,Tesco leads leap in FTSE 100; Marks & Spencer drops,0.9980964660644531
1134,Balfour Beatty plc,1136,0.413,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.9998709559440613
1135,CIB,1137,0.148,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",0.18986248970031738
1136,BG Group,1138,0.069,BG Group appoints new CEO one month early,0.999984622001648
1137,Glaxo,1139,0.305,"FDA panel backs Glaxo asthma drug for adults, not adolescents",0.3123334050178528
1138,Barclays,1140,0.0,Barclays set to name former JPMorgan banker Staley as new CEO,0.9997802972793579
1139,Kingfisher,1141,-0.786,Kingfisher share price slides on cost to implement new strategy,0.2999623417854309
1140,Travis Perkins,1142,0.494,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",0.9997518658638
1141,Standard Chartered PLC,1143,-0.461,Standard Chartered Shifts Emerging-Markets Strategy After Losses,0.9970195293426514
1142,Tesco,23,-0.9,Tesco says UK store closures put 2000 jobs at risk,-0.5679833889007568
1143,CRH,90,0.3,CRH's concrete bid for Holcim Lafarge assets,0.9997512698173523
1144,Holcim Lafarge,91,0.3,CRH's concrete bid for Holcim Lafarge assets,0.9997512698173523
1145,Reed Elsevier,98,-0.9,Reed Elsevier share price slides on underwhelming full-year results,0.6712961792945862
1146,Kingfisher,239,-0.3,Kingfisher bid for Mr Bricolage runs into trouble,-0.5946510434150696
1147,Mr Bricolage,240,-0.3,Kingfisher bid for Mr Bricolage runs into trouble,-0.5946510434150696
1148,Glencore,261,0.9,Glencore's annual results beat forecasts,0.4071086347103119
1149,Diageo,304,-0.2,Diageo stays neutral on India boardroom turmoil,0.999405562877655
1150,Shell,675,-1.0,Shell to Cut 6500 Jobs as Profit Drops,0.42823389172554016
1151,Shire,1210,0.8,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,0.999886691570282
1152,Baxalta,1211,0.8,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,0.999886691570282
1153,BP,1374,-0.2,BP ends 27-year sponsorship of Tate as falling oil price takes toll,-0.6804801225662231
1154,HSBC,1658,-1.0,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",0.16438740491867065
1155,Standard Chartered,1659,-1.0,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",0.16438740491867065
