id,company,title,sentiment,Predicted Sentiment Score
1133,AB InBev,AB InBev to sell more SAB assets as seeks EU deal approval,0.193,0.9834299087524414
1134,Berkshire Hathaway Inc.,Berkshire applies to boost Wells Fargo stake above 10 percent,0.225,0.9795708656311035
1135,Marks & Spencer,Tesco leads leap in FTSE 100; Marks & Spencer drops,-0.347,0.6318546533584595
1136,Balfour Beatty plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.413,0.9989196062088013
1137,CIB,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",0.148,0.8143567442893982
1138,BG Group,BG Group appoints new CEO one month early,0.069,0.9980296492576599
1139,Glaxo,"FDA panel backs Glaxo asthma drug for adults, not adolescents",0.305,0.8272631764411926
1140,Barclays,Barclays set to name former JPMorgan banker Staley as new CEO,0.0,0.5633316040039062
1141,Kingfisher,Kingfisher share price slides on cost to implement new strategy,-0.786,0.6586382389068604
1142,Travis Perkins,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",0.494,0.9955198764801025
1143,Standard Chartered PLC,Standard Chartered Shifts Emerging-Markets Strategy After Losses,-0.461,0.2524776756763458
23,Tesco,Tesco says UK store closures put 2000 jobs at risk,-0.9,-0.1763293296098709
90,CRH,CRH's concrete bid for Holcim Lafarge assets,0.3,0.4610034227371216
91,Holcim Lafarge,CRH's concrete bid for Holcim Lafarge assets,0.3,0.5041918158531189
98,Reed Elsevier,Reed Elsevier share price slides on underwhelming full-year results,-0.9,0.4884312152862549
239,Kingfisher,Kingfisher bid for Mr Bricolage runs into trouble,-0.3,-0.008725055493414402
240,Mr Bricolage,Kingfisher bid for Mr Bricolage runs into trouble,-0.3,-0.008725055493414402
261,Glencore,Glencore's annual results beat forecasts,0.9,0.828996479511261
304,Diageo,Diageo stays neutral on India boardroom turmoil,-0.2,0.44117918610572815
675,Shell,Shell to Cut 6500 Jobs as Profit Drops,-1.0,0.5434404611587524
1210,Shire,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,0.8,0.9523855447769165
1211,Baxalta,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,0.8,0.9801843166351318
1374,BP,BP ends 27-year sponsorship of Tate as falling oil price takes toll,-0.2,-0.21022401750087738
1658,HSBC,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",-1.0,0.8569587469100952
1659,Standard Chartered,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",-1.0,0.8707422018051147
